age,gender,city,monthly_charges,tenure_months,contract_type,support_calls,signup_date,total_charges,churn
37,Female,Karachi,137.94,8,Two Year,1,2020-10-11 10:40:00.000000,,0
41,Female,Islamabad,107.2,51,Two Year,3,2020-10-13 06:32:04.324324,5459.52442681034,0
29,Male,Karachi,92.86,6,One Year,4,2020-10-15 02:24:08.648648,545.1072874841666,0
67,Female,Peshawar,34.43,39,Two Year,8,2020-10-16 22:16:12.972972,1279.150251139739,1
52,Male,Lahore,78.12,60,Two Year,0,2020-10-18 18:08:17.297297,4655.6728452131,0
50,Female,Karachi,79.85,28,Month-to-Month,2,2020-10-20 14:00:21.621621,2222.761507687196,0
50,Male,Karachi,132.39,54,Two Year,4,2020-10-22 09:52:25.945945,7087.131840548266,0
68,Female,Islamabad,91.06,37,Month-to-Month,2,2020-10-24 05:44:30.270270,3311.8232090895312,0
60,Female,Islamabad,69.45,9,Month-to-Month,3,2020-10-26 01:36:34.594594,626.7300658321996,0
54,Female,Lahore,146.98,56,Two Year,2,2020-10-27 21:28:38.918918,8138.394792716401,0
29,Female,Karachi,34.39,59,Month-to-Month,3,2020-10-29 17:20:43.243243,1985.0518492189335,0
20,Female,Karachi,74.93,2,One Year,0,2020-10-31 13:12:47.567567,247.08969967985112,0
18,Male,Islamabad,25.46,61,One Year,7,2020-11-02 09:04:51.891891,1535.7865676429963,0
50,Female,Karachi,116.19,58,Two Year,3,2020-11-04 04:56:56.216216,6715.483829589807,0
57,Female,Karachi,139.35,60,One Year,6,2020-11-06 00:49:00.540540,8343.502708274258,0
27,Female,Karachi,56.4,40,Month-to-Month,1,2020-11-07 20:41:04.864864,2239.2923809272834,0
60,Male,Islamabad,131.58,36,One Year,1,2020-11-09 16:33:09.189189,4765.62344349192,0
61,Female,Lahore,57.99,37,Two Year,5,2020-11-11 12:25:13.513513,2170.87330765889,0
46,Male,Peshawar,138.4,18,Two Year,1,2020-11-13 08:17:17.837837,2471.662079346774,0
30,Female,Lahore,118.02,63,Month-to-Month,5,2020-11-15 04:09:22.162162,7424.568128843102,0
29,Female,Peshawar,124.64,22,Two Year,1,2020-11-17 00:01:26.486486,2807.7186558995027,0
48,Male,Karachi,22.34,11,One Year,3,2020-11-18 19:53:30.810810,170.2247622764875,0
63,Female,Lahore,,58,Two Year,6,2020-11-20 15:45:35.135135,8416.980899172562,0
19,Male,Peshawar,114.47,57,Month-to-Month,7,2020-11-22 11:37:39.459459,6531.552327017562,1
68,Male,Islamabad,59.62,4,Two Year,2,2020-11-24 07:29:43.783783,199.64585699504423,0
67,Female,Islamabad,127.82,7,One Year,8,2020-11-26 03:21:48.108108,888.9831698254351,0
52,Male,Lahore,56.6,61,Month-to-Month,1,2020-11-27 23:13:52.432432,3407.016176959906,0
40,Female,Lahore,133.46,54,One Year,7,2020-11-29 19:05:56.756756,7238.698453535076,0
34,Female,Karachi,34.64,68,Month-to-Month,7,2020-12-01 14:58:01.081081,2288.609667224781,1
43,Male,Lahore,111.48,1,Two Year,3,2020-12-03 10:50:05.405405,164.59668312100297,1
25,Male,Karachi,90.29,55,Month-to-Month,0,2020-12-05 06:42:09.729729,4962.284742145523,0
46,Male,Karachi,32.55,3,Month-to-Month,0,2020-12-07 02:34:14.054054,75.24830702831446,0
43,Male,Islamabad,51.45,38,Two Year,1,2020-12-08 22:26:18.378378,1904.8651450172865,0
27,Female,Islamabad,21.61,1,One Year,8,2020-12-10 18:18:22.702702,73.14288979937324,0
43,Female,Peshawar,80.94,38,Two Year,1,2020-12-12 14:10:27.027027,3043.1268932983016,0
51,Male,Islamabad,59.16,29,Month-to-Month,1,2020-12-14 10:02:31.351351,1657.2775720252757,0
68,Female,Islamabad,97.79,5,Two Year,5,2020-12-16 05:54:35.675675,541.523165950406,0
58,Female,Lahore,,21,Month-to-Month,6,2020-12-18 01:46:39.999999,,0
24,Female,Islamabad,58.99,71,Two Year,6,2020-12-19 21:38:44.324324,4183.565884292776,0
21,Female,Peshawar,116.62,67,Two Year,8,2020-12-21 17:30:48.648648,7854.480188786863,0
67,Male,Lahore,26.26,47,One Year,5,2020-12-23 13:22:52.972972,1242.1178801390477,0
62,Male,Peshawar,137.38,35,Month-to-Month,7,2020-12-25 09:14:57.297297,4894.842577293499,1
28,Female,Islamabad,,68,One Year,5,2020-12-27 05:07:01.621621,8851.972481585615,0
46,Male,Peshawar,106.81,69,Month-to-Month,1,2020-12-29 00:59:05.945945,7359.364433170013,0
53,Male,Lahore,97.12,1,Two Year,0,2020-12-30 20:51:10.270270,90.46109298661591,0
42,Male,Karachi,136.0,68,Month-to-Month,4,2021-01-01 16:43:14.594594,9279.061747628699,0
38,Female,Peshawar,44.09,12,One Year,8,2021-01-03 12:35:18.918918,593.5111563919047,1
53,Female,Peshawar,30.27,60,One Year,7,2021-01-05 08:27:23.243243,1819.8808254814348,0
27,Female,Lahore,51.14,27,One Year,3,2021-01-07 04:19:27.567567,1373.8968084819858,1
54,Male,Lahore,123.3,56,Month-to-Month,4,2021-01-09 00:11:31.891891,,0
26,Female,Peshawar,24.51,23,One Year,4,2021-01-10 20:03:36.216216,569.3490594898348,0
41,Female,Islamabad,95.76,25,One Year,5,2021-01-12 15:55:40.540540,2361.4849995001773,0
52,Male,Peshawar,149.41,21,One Year,2,2021-01-14 11:47:44.864864,3168.5318155299387,0
66,Female,Lahore,131.24,61,Two Year,4,2021-01-16 07:39:49.189189,7985.155790539099,0
52,Female,Karachi,87.79,63,Two Year,1,2021-01-18 03:31:53.513513,5518.738097281497,0
65,Male,Karachi,28.27,52,Month-to-Month,9,2021-01-19 23:23:57.837837,1397.0265992708214,1
53,Male,Islamabad,128.08,25,Month-to-Month,0,2021-01-21 19:16:02.162162,3111.4273958118733,1
35,Male,Peshawar,97.87,55,One Year,0,2021-01-23 15:08:06.486486,5475.899352009181,0
66,Female,Karachi,34.94,46,Two Year,9,2021-01-25 11:00:10.810810,1613.7241954782635,0
56,Female,Peshawar,32.2,32,One Year,6,2021-01-27 06:52:15.135135,1050.6167738815304,0
49,Female,Lahore,138.25,55,One Year,1,2021-01-29 02:44:19.459459,7558.135251840862,0
41,Male,Karachi,107.0,5,Two Year,3,2021-01-30 22:36:23.783783,578.7761803589307,1
40,Male,Islamabad,127.81,36,Two Year,4,2021-02-01 18:28:28.108108,4635.916994795218,0
49,Female,Lahore,134.27,49,Two Year,6,2021-02-03 14:20:32.432432,6539.10864027886,0
54,Female,Islamabad,94.33,58,Month-to-Month,1,2021-02-05 10:12:36.756756,5418.164728207731,0
29,Male,Lahore,87.27,39,Month-to-Month,5,2021-02-07 06:04:41.081081,3366.903615808636,1
66,Male,Karachi,75.96,61,One Year,0,2021-02-09 01:56:45.405405,4632.145867564644,0
30,Male,Islamabad,61.2,9,Month-to-Month,6,2021-02-10 21:48:49.729729,559.1553501570113,0
40,Male,Islamabad,76.5,6,Two Year,8,2021-02-12 17:40:54.054054,460.9197004119325,0
42,Female,Lahore,120.6,35,Two Year,4,2021-02-14 13:32:58.378378,4285.936505432011,0
52,Male,Islamabad,98.25,39,Month-to-Month,4,2021-02-16 09:25:02.702702,3796.002157495197,0
58,Female,Lahore,136.03,22,One Year,3,2021-02-18 05:17:07.027027,2938.3269004485537,0
47,Female,Lahore,77.64,41,One Year,2,2021-02-20 01:09:11.351351,3183.2449510925912,0
34,Female,Lahore,98.92,5,Month-to-Month,8,2021-02-21 21:01:15.675675,409.9457592084527,1
66,Male,Lahore,102.07,42,One Year,4,2021-02-23 16:53:19.999999,4321.726874925531,0
37,Male,Karachi,96.92,67,One Year,7,2021-02-25 12:45:24.324324,6498.538163223807,0
65,Male,Lahore,111.34,30,One Year,8,2021-02-27 08:37:28.648648,3323.2980979545027,0
42,Male,Peshawar,50.87,57,Two Year,4,2021-03-01 04:29:32.972972,2879.912356337543,0
39,Female,Islamabad,86.61,29,Two Year,9,2021-03-03 00:21:37.297297,,0
30,Male,Peshawar,33.55,37,Month-to-Month,8,2021-03-04 20:13:41.621621,1285.2573967669264,1
36,Male,Karachi,69.99,13,Two Year,1,2021-03-06 16:05:45.945945,897.5514070793322,0
66,Female,Peshawar,83.4,32,One Year,8,2021-03-08 11:57:50.270270,2698.388441177894,0
53,Male,Islamabad,104.79,46,Two Year,3,2021-03-10 07:49:54.594594,4863.508523092017,0
29,Female,Peshawar,,23,Month-to-Month,5,2021-03-12 03:41:58.918918,3318.8863112812355,1
58,Female,Karachi,98.08,45,Two Year,5,2021-03-13 23:34:03.243243,4403.326749018564,0
36,Female,Lahore,116.67,17,One Year,5,2021-03-15 19:26:07.567567,2002.44838537453,0
29,Female,Peshawar,85.81,66,One Year,1,2021-03-17 15:18:11.891891,5611.505667853531,0
26,Female,Karachi,102.43,6,Month-to-Month,6,2021-03-19 11:10:16.216216,,1
24,Female,Karachi,29.22,18,Two Year,5,2021-03-21 07:02:20.540540,514.3036872186872,0
45,Female,Islamabad,53.07,22,Two Year,0,2021-03-23 02:54:24.864864,1148.0467188103266,0
31,Female,Islamabad,67.04,33,Two Year,1,2021-03-24 22:46:29.189189,2125.9939494068285,0
48,Male,Peshawar,81.42,30,One Year,6,2021-03-26 18:38:33.513513,2391.2201124293783,0
69,Male,Lahore,25.93,32,Month-to-Month,0,2021-03-28 14:30:37.837837,805.4652587937309,0
36,Male,Karachi,38.2,42,Two Year,0,2021-03-30 10:22:42.162162,1649.1519590319378,0
64,Male,Peshawar,55.99,10,One Year,0,2021-04-01 06:14:46.486486,574.1911745201993,0
33,Female,Karachi,146.3,36,One Year,7,2021-04-03 02:06:50.810810,5313.783712401395,0
22,Male,Karachi,63.08,34,One Year,3,2021-04-04 21:58:55.135135,2206.8656691200063,0
52,Female,Lahore,82.67,28,Two Year,3,2021-04-06 17:50:59.459459,2331.225457262475,0
29,Male,Lahore,45.49,11,Two Year,1,2021-04-08 13:43:03.783783,507.4046705340149,0
42,Male,Peshawar,99.4,39,Two Year,0,2021-04-10 09:35:08.108108,3827.95030016574,0
69,Male,Lahore,56.49,47,Two Year,9,2021-04-12 05:27:12.432432,2754.3635632286655,0
38,Female,Lahore,46.91,19,Two Year,8,2021-04-14 01:19:16.756756,820.3977964144905,0
53,Male,Peshawar,87.15,15,Two Year,6,2021-04-15 21:11:21.081081,1313.1867044104247,0
40,Female,Lahore,20.72,28,Two Year,3,2021-04-17 17:03:25.405405,621.799950177269,0
33,Female,Islamabad,21.0,24,Two Year,5,2021-04-19 12:55:29.729729,546.3368788765669,0
56,Male,Karachi,48.48,9,Two Year,1,2021-04-21 08:47:34.054054,378.5655454780338,0
62,Male,Karachi,24.77,47,One Year,6,2021-04-23 04:39:38.378378,1143.1948498566205,0
59,Male,Karachi,34.04,33,Two Year,1,2021-04-25 00:31:42.702702,1083.3722613941168,0
56,Female,Karachi,64.05,62,Month-to-Month,9,2021-04-26 20:23:47.027027,3872.078288521699,1
31,Male,Peshawar,124.34,19,One Year,7,2021-04-28 16:15:51.351351,2368.976337087248,0
48,Female,Karachi,94.37,67,Two Year,7,2021-04-30 12:07:55.675675,6286.909230188001,0
22,Female,Karachi,86.65,40,Month-to-Month,0,2021-05-02 07:59:59.999999,3541.274114235567,0
52,Male,Karachi,58.15,47,Two Year,7,2021-05-04 03:52:04.324324,2763.808721909433,0
40,Male,Karachi,141.13,65,Month-to-Month,1,2021-05-05 23:44:08.648648,9175.520097510704,0
46,Female,Islamabad,71.61,29,Month-to-Month,5,2021-05-07 19:36:12.972972,2053.0550233814565,1
60,Female,Karachi,31.32,50,Month-to-Month,0,2021-05-09 15:28:17.297297,1571.7558034892838,0
28,Female,Islamabad,100.22,13,Month-to-Month,4,2021-05-11 11:20:21.621621,1290.066309204211,1
35,Male,Peshawar,34.8,1,One Year,6,2021-05-13 07:12:25.945945,38.27695544465542,1
64,Female,Lahore,64.88,34,One Year,9,2021-05-15 03:04:30.270270,2301.0017885415987,0
29,Male,Karachi,85.96,48,Month-to-Month,0,2021-05-16 22:56:34.594594,4072.842192232616,0
26,Female,Lahore,133.65,48,Two Year,1,2021-05-18 18:48:38.918918,6406.7679065675875,0
27,Female,Lahore,84.16,49,Month-to-Month,6,2021-05-20 14:40:43.243243,4159.159420015111,0
61,Male,Peshawar,111.29,64,One Year,5,2021-05-22 10:32:47.567567,7102.552957910709,0
34,Female,Lahore,,61,Two Year,2,2021-05-24 06:24:51.891891,9172.29709203042,0
55,Male,Islamabad,37.09,29,One Year,9,2021-05-26 02:16:56.216216,1109.5329576505922,1
24,Male,Lahore,55.72,39,One Year,1,2021-05-27 22:09:00.540540,2137.1354792415186,0
63,Female,Lahore,71.29,26,Two Year,9,2021-05-29 18:01:04.864864,1863.7434351137492,1
30,Male,Lahore,74.84,17,Month-to-Month,3,2021-05-31 13:53:09.189189,1237.04956329061,0
57,Male,Karachi,,71,Month-to-Month,2,2021-06-02 09:45:13.513513,5173.697084282296,0
59,Female,Karachi,137.99,13,Month-to-Month,6,2021-06-04 05:37:17.837837,1786.860101014521,1
26,Male,Islamabad,112.82,69,Month-to-Month,7,2021-06-06 01:29:22.162162,7847.768058095089,1
67,Male,Islamabad,99.03,26,Two Year,1,2021-06-07 21:21:26.486486,2612.052251989236,0
44,Male,Karachi,60.22,49,Two Year,9,2021-06-09 17:13:30.810810,2949.651119675137,0
19,Female,Islamabad,127.09,67,Two Year,6,2021-06-11 13:05:35.135135,8554.08930974012,0
22,Male,Karachi,144.16,7,One Year,7,2021-06-13 08:57:39.459459,1022.5509355207914,1
46,Female,Peshawar,126.76,58,Two Year,5,2021-06-15 04:49:43.783783,7293.585348718736,0
54,Female,Lahore,20.2,49,Month-to-Month,5,2021-06-17 00:41:48.108108,982.5431190405844,0
55,Male,Lahore,102.73,53,One Year,9,2021-06-18 20:33:52.432432,5441.032020200927,1
36,Male,Islamabad,26.65,65,Month-to-Month,0,2021-06-20 16:25:56.756756,1770.3345168462981,0
25,Male,Karachi,53.49,62,Month-to-Month,3,2021-06-22 12:18:01.081081,3288.056474969895,0
65,Female,Karachi,27.74,17,Two Year,0,2021-06-24 08:10:05.405405,425.94677121696145,0
62,Male,Islamabad,98.49,43,Two Year,3,2021-06-26 04:02:09.729729,4232.79265216066,0
18,Male,Karachi,,25,Month-to-Month,1,2021-06-27 23:54:14.054054,2699.2287748002723,1
39,Male,Peshawar,34.88,3,Month-to-Month,4,2021-06-29 19:46:18.378378,88.4645390208182,1
69,Male,Lahore,,29,One Year,9,2021-07-01 15:38:22.702702,2023.0560213554438,0
34,Male,Islamabad,79.31,32,Two Year,8,2021-07-03 11:30:27.027027,2518.7677918137774,0
24,Female,Islamabad,67.98,26,One Year,9,2021-07-05 07:22:31.351351,1815.639137142641,0
42,Female,Karachi,35.73,16,One Year,2,2021-07-07 03:14:35.675675,642.394755300221,0
62,Male,Islamabad,74.46,25,One Year,7,2021-07-08 23:06:39.999999,1904.6455371479105,0
21,Male,Peshawar,117.65,54,Month-to-Month,2,2021-07-10 18:58:44.324324,6264.540141742257,0
53,Male,Karachi,,28,One Year,5,2021-07-12 14:50:48.648648,786.3413168849083,0
23,Male,Karachi,30.42,56,One Year,3,2021-07-14 10:42:52.972972,1694.5873940483903,0
48,Female,Karachi,66.12,65,Month-to-Month,7,2021-07-16 06:34:57.297297,4205.4863370324965,1
36,Male,Karachi,142.42,41,Two Year,5,2021-07-18 02:27:01.621621,5795.425414142535,0
61,Female,Peshawar,106.91,51,Two Year,7,2021-07-19 22:19:05.945945,5442.838501538372,0
56,Female,Karachi,108.23,71,One Year,0,2021-07-21 18:11:10.270270,7661.881295943547,0
44,Male,Islamabad,67.05,29,Month-to-Month,5,2021-07-23 14:03:14.594594,,0
27,Female,Peshawar,97.18,19,Two Year,0,2021-07-25 09:55:18.918918,1777.3785819361524,0
43,Female,Lahore,21.32,66,One Year,0,2021-07-27 05:47:23.243243,1384.1058824641584,0
36,Female,Lahore,102.69,41,One Year,7,2021-07-29 01:39:27.567567,4217.885487536329,0
56,Female,Islamabad,138.73,45,Month-to-Month,6,2021-07-30 21:31:31.891891,6243.3600735712425,1
20,Male,Islamabad,99.63,15,One Year,2,2021-08-01 17:23:36.216216,1516.794678882394,0
62,Male,Peshawar,133.58,3,Two Year,5,2021-08-03 13:15:40.540540,420.1687180998767,0
30,Female,Lahore,114.12,11,Month-to-Month,8,2021-08-05 09:07:44.864864,1234.964651562292,1
67,Male,Lahore,35.67,53,Two Year,6,2021-08-07 04:59:49.189189,1896.5159441537562,0
45,Male,Lahore,137.32,46,Two Year,2,2021-08-09 00:51:53.513513,6276.7203452652475,0
37,Male,Lahore,28.64,30,Two Year,5,2021-08-10 20:43:57.837837,845.6885840486357,0
45,Male,Lahore,89.42,57,One Year,3,2021-08-12 16:36:02.162162,5044.1591264025155,0
25,Male,Karachi,38.48,18,One Year,2,2021-08-14 12:28:06.486486,,0
58,Female,Islamabad,21.52,51,Two Year,8,2021-08-16 08:20:10.810810,1083.8452849734633,0
56,Male,Karachi,74.86,48,Two Year,9,2021-08-18 04:12:15.135135,,0
18,Male,Lahore,58.36,66,Month-to-Month,1,2021-08-20 00:04:19.459459,3867.334803434422,0
20,Male,Peshawar,83.18,8,Month-to-Month,0,2021-08-21 19:56:23.783783,621.1568869171884,0
30,Male,Peshawar,95.04,22,One Year,1,2021-08-23 15:48:28.108108,2103.4353299500763,0
45,Female,Lahore,25.69,6,One Year,6,2021-08-25 11:40:32.432432,194.62591325439226,0
66,Female,Lahore,35.99,57,Month-to-Month,9,2021-08-27 07:32:36.756756,2047.5509604198746,1
42,Female,Peshawar,92.62,36,Two Year,0,2021-08-29 03:24:41.081081,3338.021467617062,0
50,Female,Karachi,64.61,57,One Year,5,2021-08-30 23:16:45.405405,3655.1971345822462,0
55,Male,Karachi,114.79,49,Two Year,6,2021-09-01 19:08:49.729729,5625.915161323867,0
23,Female,Lahore,104.8,45,Month-to-Month,8,2021-09-03 15:00:54.054054,4727.894909440107,1
61,Male,Karachi,129.93,66,One Year,7,2021-09-05 10:52:58.378378,8546.439209294076,0
62,Male,Peshawar,110.02,45,One Year,5,2021-09-07 06:45:02.702702,,0
49,Male,Karachi,75.89,20,Month-to-Month,2,2021-09-09 02:37:07.027027,1582.1985249791596,0
62,Male,Lahore,107.49,64,One Year,7,2021-09-10 22:29:11.351351,6909.566025299237,0
64,Male,Peshawar,55.8,67,Month-to-Month,6,2021-09-12 18:21:15.675675,3711.2170947314307,0
38,Female,Karachi,59.82,3,One Year,2,2021-09-14 14:13:19.999999,190.44286285790275,0
33,Female,Islamabad,122.57,54,Month-to-Month,8,2021-09-16 10:05:24.324324,,1
38,Female,Peshawar,78.03,64,One Year,1,2021-09-18 05:57:28.648648,4895.066451304482,0
28,Female,Peshawar,123.79,40,Two Year,2,2021-09-20 01:49:32.972972,5005.8066543738905,0
54,Male,Islamabad,126.91,59,Two Year,1,2021-09-21 21:41:37.297297,7499.1675570130765,0
53,Female,Islamabad,131.48,55,Two Year,0,2021-09-23 17:33:41.621621,7229.014876525769,0
52,Male,Peshawar,139.16,62,One Year,3,2021-09-25 13:25:45.945945,8639.552860240648,0
36,Female,Islamabad,76.03,4,One Year,4,2021-09-27 09:17:50.270270,465.42658294598505,1
37,Male,Lahore,61.45,60,Two Year,5,2021-09-29 05:09:54.594594,3730.4547643122664,0
35,Male,Lahore,95.69,30,Two Year,4,2021-10-01 01:01:58.918918,2818.4279866812594,0
64,Female,Lahore,68.25,2,Month-to-Month,0,2021-10-02 20:54:03.243243,,0
58,Male,Peshawar,98.14,62,Month-to-Month,2,2021-10-04 16:46:07.567567,6137.406788167971,0
66,Male,Islamabad,111.73,49,Month-to-Month,0,2021-10-06 12:38:11.891891,5517.574792711501,0
31,Female,Islamabad,109.49,9,Two Year,4,2021-10-08 08:30:16.216216,1014.1630383775221,0
32,Male,Karachi,68.69,31,Two Year,4,2021-10-10 04:22:20.540540,2088.74604845503,0
48,Female,Karachi,41.69,61,Two Year,5,2021-10-12 00:14:24.864864,2561.2542694941985,0
18,Female,Islamabad,75.97,48,Month-to-Month,7,2021-10-13 20:06:29.189189,3610.392741562827,1
20,Female,Islamabad,38.54,25,One Year,9,2021-10-15 15:58:33.513513,996.6390943010481,1
33,Male,Islamabad,135.71,36,Two Year,0,2021-10-17 11:50:37.837837,4934.692845363617,0
40,Male,Peshawar,64.96,8,One Year,3,2021-10-19 07:42:42.162162,492.50636205852317,0
28,Male,Islamabad,40.08,58,One Year,9,2021-10-21 03:34:46.486486,2381.230508060771,0
29,Female,Karachi,23.31,45,One Year,0,2021-10-22 23:26:50.810810,1054.6926199781356,0
27,Male,Peshawar,103.96,62,Month-to-Month,8,2021-10-24 19:18:55.135135,6470.113660622099,1
49,Female,Islamabad,102.8,39,One Year,6,2021-10-26 15:10:59.459459,3943.71833181546,0
33,Female,Karachi,64.28,58,Two Year,6,2021-10-28 11:03:03.783783,3739.850725297745,0
25,Male,Peshawar,29.32,64,Month-to-Month,4,2021-10-30 06:55:08.108108,1842.7007806292665,0
55,Female,Islamabad,73.25,44,Two Year,6,2021-11-01 02:47:12.432432,3246.7316727007087,0
29,Male,Islamabad,60.46,29,Two Year,1,2021-11-02 22:39:16.756756,1826.698133482563,0
41,Male,Islamabad,108.03,59,Month-to-Month,3,2021-11-04 18:31:21.081081,6388.2460104658185,1
45,Male,Peshawar,98.75,71,Two Year,6,2021-11-06 14:23:25.405405,,0
25,Male,Karachi,67.4,9,Two Year,2,2021-11-08 10:15:29.729729,637.9233045888793,0
45,Male,Karachi,48.33,6,Month-to-Month,1,2021-11-10 06:07:34.054054,310.06943728938586,0
53,Female,Lahore,148.44,29,Two Year,9,2021-11-12 01:59:38.378378,4407.690087320016,0
43,Female,Islamabad,79.02,58,One Year,1,2021-11-13 21:51:42.702702,4595.858398045047,0
25,Female,Lahore,109.48,17,Two Year,0,2021-11-15 17:43:47.027027,1831.8862504387967,0
67,Male,Lahore,38.27,16,One Year,4,2021-11-17 13:35:51.351351,650.8520612823189,0
45,Male,Karachi,83.13,3,Two Year,5,2021-11-19 09:27:55.675675,243.0060963847203,0
45,Male,Peshawar,23.58,21,Month-to-Month,5,2021-11-21 05:19:59.999999,499.19254948558864,1
54,Female,Peshawar,85.71,64,Month-to-Month,8,2021-11-23 01:12:04.324324,5439.016198481222,1
58,Male,Karachi,145.32,36,Two Year,3,2021-11-24 21:04:08.648648,5225.398259359828,0
53,Female,Peshawar,69.95,62,Month-to-Month,0,2021-11-26 16:56:12.972972,4338.4402348745225,0
44,Female,Lahore,25.07,42,Two Year,5,2021-11-28 12:48:17.297297,1046.522566213156,0
34,Male,Islamabad,24.02,42,Month-to-Month,4,2021-11-30 08:40:21.621621,979.295631878459,0
26,Male,Karachi,70.44,61,One Year,9,2021-12-02 04:32:25.945945,4311.251456517265,0
50,Female,Islamabad,40.8,13,Two Year,5,2021-12-04 00:24:30.270270,484.2263791579083,0
37,Male,Peshawar,23.04,11,One Year,2,2021-12-05 20:16:34.594594,195.49026997380025,0
30,Female,Islamabad,118.31,54,One Year,1,2021-12-07 16:08:38.918918,6424.216808536322,0
45,Male,Peshawar,79.61,16,Two Year,5,2021-12-09 12:00:43.243243,1304.6475089043643,0
65,Male,Peshawar,57.6,8,One Year,0,2021-12-11 07:52:47.567567,395.4197759659824,0
46,Female,Lahore,137.01,59,Two Year,6,2021-12-13 03:44:51.891891,7992.112247678376,0
30,Male,Peshawar,35.1,57,One Year,6,2021-12-14 23:36:56.216216,1950.2628977301715,0
63,Female,Lahore,144.27,40,Two Year,9,2021-12-16 19:29:00.540540,5764.385050276341,0
52,Male,Lahore,60.82,59,Two Year,6,2021-12-18 15:21:04.864864,3646.097478738275,0
23,Female,Lahore,135.49,2,Month-to-Month,9,2021-12-20 11:13:09.189189,263.34277160937404,1
35,Female,Karachi,98.38,10,Two Year,0,2021-12-22 07:05:13.513513,945.3319475635984,0
68,Male,Karachi,127.47,44,Two Year,3,2021-12-24 02:57:17.837837,5616.109311454154,0
22,Female,Peshawar,147.92,11,One Year,6,2021-12-25 22:49:22.162162,1621.419194237521,0
64,Male,Lahore,57.49,2,Two Year,8,2021-12-27 18:41:26.486486,45.92963462735011,1
42,Male,Karachi,144.95,50,Month-to-Month,4,2021-12-29 14:33:30.810810,7178.746855754063,1
19,Male,Lahore,70.63,12,One Year,1,2021-12-31 10:25:35.135135,780.1501248942353,0
27,Female,Islamabad,70.12,23,One Year,6,2022-01-02 06:17:39.459459,1736.7525767453972,0
47,Female,Islamabad,64.25,18,Month-to-Month,9,2022-01-04 02:09:43.783783,,1
67,Male,Islamabad,90.38,62,One Year,0,2022-01-05 22:01:48.108108,5573.874197073232,0
62,Male,Peshawar,,62,One Year,6,2022-01-07 17:53:52.432432,2537.8933411414464,0
22,Female,Lahore,91.98,38,One Year,5,2022-01-09 13:45:56.756756,3466.837185616927,0
50,Male,Islamabad,90.42,67,One Year,6,2022-01-11 09:38:01.081081,6111.899019848687,0
18,Male,Karachi,119.05,38,Month-to-Month,9,2022-01-13 05:30:05.405405,4527.915322853472,1
35,Female,Islamabad,128.37,67,Month-to-Month,2,2022-01-15 01:22:09.729729,8567.847437510136,0
49,Male,Islamabad,77.26,61,One Year,2,2022-01-16 21:14:14.054054,4746.851017291449,0
64,Female,Islamabad,59.3,1,One Year,6,2022-01-18 17:06:18.378378,66.17597863618424,0
66,Male,Peshawar,53.71,45,Month-to-Month,1,2022-01-20 12:58:22.702702,2436.863388608966,0
28,Female,Karachi,45.3,28,Month-to-Month,0,2022-01-22 08:50:27.027027,1279.1753511592053,0
38,Male,Lahore,27.49,21,Month-to-Month,8,2022-01-24 04:42:31.351351,587.5407386435463,1
43,Male,Karachi,,13,One Year,8,2022-01-26 00:34:35.675675,878.7876944043372,0
42,Female,Lahore,55.13,27,One Year,6,2022-01-27 20:26:39.999999,,0
39,Male,Peshawar,145.63,7,Two Year,6,2022-01-29 16:18:44.324324,1081.8495950274778,0
44,Female,Peshawar,92.5,22,Month-to-Month,2,2022-01-31 12:10:48.648648,2045.9822580141522,0
66,Male,Peshawar,65.15,53,One Year,9,2022-02-02 08:02:52.972972,3437.4196542550217,0
30,Female,Peshawar,95.46,4,Month-to-Month,1,2022-02-04 03:54:57.297297,371.80325409990036,0
50,Female,Lahore,38.1,23,One Year,6,2022-02-05 23:47:01.621621,813.4935352694775,0
51,Female,Islamabad,77.73,70,Month-to-Month,8,2022-02-07 19:39:05.945945,5474.327177127661,0
58,Female,Lahore,101.41,33,One Year,0,2022-02-09 15:31:10.270270,3295.783865417083,0
52,Male,Karachi,83.56,28,Two Year,3,2022-02-11 11:23:14.594594,2321.057284397537,0
18,Male,Peshawar,72.23,8,Two Year,5,2022-02-13 07:15:18.918918,611.3574351451,0
38,Female,Peshawar,149.2,1,Month-to-Month,6,2022-02-15 03:07:23.243243,137.3337348101737,1
65,Female,Karachi,134.44,37,One Year,9,2022-02-16 22:59:27.567567,4949.665600473537,0
23,Female,Lahore,101.04,63,One Year,6,2022-02-18 18:51:31.891891,6305.645965694718,0
45,Male,Islamabad,94.02,22,Month-to-Month,9,2022-02-20 14:43:36.216216,2128.7063366152406,0
34,Male,Islamabad,100.69,70,One Year,1,2022-02-22 10:35:40.540540,7006.638906727356,0
22,Male,Karachi,46.17,21,Month-to-Month,3,2022-02-24 06:27:44.864864,940.2762086526026,1
48,Male,Islamabad,71.37,35,One Year,4,2022-02-26 02:19:49.189189,2408.363529008307,0
22,Female,Lahore,25.13,5,Month-to-Month,0,2022-02-27 22:11:53.513513,124.65694760960498,1
55,Female,Lahore,81.82,60,One Year,0,2022-03-01 18:03:57.837837,4892.535255681922,0
20,Female,Karachi,90.59,46,Month-to-Month,9,2022-03-03 13:56:02.162162,4176.232895848421,1
40,Male,Lahore,49.61,50,One Year,2,2022-03-05 09:48:06.486486,2421.7684161521215,0
