age,annual_income,monthly_spend,tenure_months,num_products,satisfaction_score,is_active_member,has_credit_card,gender,city_segment,customer_churn
34,36457.27195627517,604.3960230689904,56,4,3,0,1,Female,Urban,1
26,29647.557741212382,315.4535946515563,14,3,2,1,1,Male,Suburban,1
67,67189.70718894176,463.92749915588564,64,3,5,0,1,Female,Rural,1
25,87500.8784341605,312.5375983412384,52,4,1,1,1,Female,Urban,1
22,64731.684261503826,315.69586348352584,28,2,4,0,0,Female,Urban,1
66,19791.704853242954,238.23589334891892,37,2,3,1,0,Male,Urban,0
46,61184.790793309025,336.6773501112789,38,2,5,1,1,Female,Suburban,1
40,61744.02006734786,364.51981721796665,66,3,3,1,1,Female,Urban,1
56,106919.97500450879,210.20380875187482,69,3,5,1,1,Male,Rural,1
37,35857.24174160887,302.4937817796162,59,1,1,1,1,Female,Urban,1
24,57186.44794801609,234.58615875200408,49,4,4,1,1,Female,Rural,1
55,99117.05361089128,641.9529697460774,12,2,1,0,0,Male,Suburban,1
27,73999.56682693097,307.4376922123734,66,4,4,1,0,Female,Rural,1
46,76266.26147032849,536.3325012375183,14,3,1,1,1,Female,Suburban,1
67,67291.68874047756,292.61287368692365,17,4,5,0,1,Male,Suburban,1
66,71598.87077314529,356.3002698148871,10,3,4,0,1,Female,Urban,1
36,80552.19060557072,135.0090299696623,68,3,1,0,1,Female,Suburban,1
58,48810.273622144676,257.409837138499,38,1,5,1,1,Male,Urban,1
49,82561.171578164,349.4748539104945,21,2,2,1,0,Male,Urban,1
42,37539.939662289216,542.0405363343814,11,4,3,0,0,Female,Rural,1
25,71567.35945663076,351.077588874678,33,2,1,0,1,Male,Rural,1
37,68574.81926572655,513.7208505670199,53,1,1,1,1,Female,Urban,1
51,52674.13823615784,409.7020754284088,71,1,2,0,1,Female,Suburban,1
69,64546.29449348707,547.836187525056,42,3,3,0,0,Female,Urban,1
18,52549.19694668894,311.73408957729225,46,3,3,0,1,Male,Urban,1
55,43565.97346276511,654.6311794912526,61,4,5,1,1,Male,Suburban,1
62,57927.705167727116,252.0445315920228,65,4,1,0,1,Male,Rural,1
67,42920.22729256677,212.69534321232635,24,3,4,1,1,Female,Urban,1
40,71455.94928186496,150.5926010435352,71,3,1,0,1,Male,Suburban,1
24,41998.29011695273,646.3434540181298,40,4,2,1,1,Male,Rural,1
32,79239.54045982103,434.72266016650565,67,1,1,1,1,Male,Suburban,1
62,41370.4186414236,273.22309732675683,13,3,1,1,0,Female,Urban,1
63,53674.10168837987,494.8631775622893,12,2,3,0,1,Female,Suburban,1
51,52507.93183569642,416.27690591648945,64,4,5,0,1,Female,Rural,1
24,91502.93457749678,595.2578459925826,50,4,4,0,0,Male,Rural,1
24,71605.79891233184,103.30340341641241,17,3,5,0,1,Male,Suburban,1
42,60765.32394911211,282.84958483600434,65,3,3,0,1,Male,Urban,1
48,74974.38882139447,255.24700624800442,12,3,1,0,1,Male,Rural,1
19,22856.15305340624,43.68442530279577,51,3,2,1,1,Male,Rural,0
53,64137.328207181854,468.44580866915715,19,1,5,0,0,Female,Suburban,1
46,104950.28355609525,282.14448218752983,10,2,1,1,1,Male,Rural,1
18,67646.93012805346,423.5483686981187,59,3,1,1,1,Male,Rural,1
22,66358.26338338671,650.3680708061456,61,3,5,1,1,Female,Urban,1
41,75962.56759284392,270.54588314413485,12,1,1,1,1,Female,Suburban,1
55,82912.10486628691,261.0385824279983,12,4,5,0,1,Male,Suburban,1
60,25050.666142202805,336.61298376135943,46,4,4,0,0,Female,Suburban,1
40,31353.470364179462,458.2146294176773,7,3,4,1,0,Male,Suburban,1
33,69205.82582172293,240.660176456579,55,1,3,0,0,Female,Rural,1
68,50702.46876204981,231.6653764015017,66,4,1,1,1,Male,Urban,1
41,91240.50524439829,468.00649783379123,55,1,3,1,1,Male,Suburban,1
34,58696.51220229552,373.009505337325,21,2,5,1,0,Female,Urban,1
41,26309.38528573764,40.0,18,4,5,1,1,Male,Suburban,0
18,39639.72166312006,148.44514807432486,50,3,3,1,1,Male,Suburban,0
33,15000.0,530.1730209358094,10,1,5,1,0,Male,Urban,0
44,60317.48925434175,376.26995963103377,41,1,4,1,1,Female,Rural,1
65,61232.317454712334,213.29256965478515,35,2,1,1,1,Female,Urban,1
56,56510.74580436204,296.1426479871025,55,3,4,0,0,Male,Urban,1
58,86577.58078059477,321.8531341922338,19,3,4,1,1,Female,Suburban,1
46,88970.39673033387,423.0026704392229,56,1,3,1,1,Male,Rural,1
23,61592.23153287778,129.8431247197695,52,1,4,1,1,Female,Urban,1
38,22306.12665046288,202.2671205861359,21,3,5,1,0,Male,Suburban,0
69,77345.63160984516,358.21380568087443,29,1,3,1,1,Male,Suburban,1
20,76107.20457017151,306.02315873063696,10,1,2,1,0,Male,Rural,1
63,71187.8314031389,400.0602855691394,35,2,5,0,1,Male,Urban,1
53,84629.59498616232,147.8689643696563,23,3,5,0,1,Male,Urban,1
32,41703.4380707792,369.99801467798494,13,1,4,0,1,Male,Suburban,1
58,105175.10772370278,472.8217067128461,42,1,4,0,1,Male,Urban,1
61,45811.44493716264,388.1545966008997,43,1,1,1,1,Female,Rural,1
20,79984.45854401709,339.47564356662286,11,2,3,1,1,Male,Urban,1
23,31253.04611173297,306.5762956407641,18,1,1,1,1,Male,Suburban,1
52,46394.70625459898,203.12083861198977,11,1,3,1,1,Female,Urban,1
69,95327.37293450673,309.9201970584296,50,2,5,1,0,Male,Rural,1
19,59782.003539983,496.3588194032568,28,1,2,1,0,Female,Suburban,1
52,81798.45210265595,303.3360090759825,10,2,5,0,1,Female,Urban,1
25,69739.10777438492,195.42744149122257,18,3,1,1,1,Female,Urban,1
51,62900.83687999655,251.08540757284592,70,1,1,1,1,Female,Urban,1
50,92277.00649865379,348.1190416186302,22,3,5,0,1,Female,Urban,1
22,60266.82350696199,267.7080403946814,51,3,1,1,1,Male,Rural,1
53,29385.23784873059,387.9424596288397,36,3,4,0,1,Female,Suburban,1
64,48935.1981609659,393.19812650486426,17,3,4,0,1,Female,Rural,1
62,76023.83457403388,444.4576452566507,26,4,2,0,1,Female,Urban,1
19,72910.18212725017,519.2983261171046,6,1,1,1,0,Male,Rural,1
30,33658.83499529124,459.4202214121305,55,1,2,1,1,Male,Suburban,1
30,50513.14961183598,189.20653101928562,28,2,1,0,1,Male,Suburban,1
41,53365.573015955066,193.5051774793219,38,3,4,0,1,Female,Rural,1
25,57690.6081177155,309.39199329562456,16,4,5,0,1,Male,Rural,1
62,37481.72822796897,256.835449986482,60,4,5,1,1,Female,Rural,1
58,52432.57783761043,160.63425822546802,20,3,5,1,1,Male,Rural,1
60,50427.79029480945,258.1631488157808,43,2,4,1,1,Male,Suburban,1
28,80430.66519523838,253.56818929333454,63,2,5,1,1,Female,Rural,1
18,81182.42621980488,225.94131643343118,53,1,4,1,1,Female,Rural,1
65,62083.79083822368,275.78947193829924,45,2,4,0,1,Female,Rural,1
33,57159.20408258537,484.98311904456637,64,3,5,1,0,Female,Suburban,1
52,67798.48624078227,347.89332577489347,17,1,2,0,0,Female,Urban,1
65,48668.4978508885,666.0532706477657,69,4,3,0,0,Female,Suburban,1
19,42063.35835665118,343.8711460427509,42,4,5,1,1,Male,Urban,0
18,46195.57582148566,279.3907916487848,33,2,2,1,1,Female,Urban,1
18,52303.736720570865,320.57860357168124,22,4,2,0,1,Female,Suburban,1
26,41730.52400415458,355.9088769820956,55,1,1,1,0,Female,Suburban,1
20,68241.1911812575,380.93555400394894,70,4,2,1,0,Female,Suburban,1
60,79594.31347567416,610.7395856202634,51,4,3,0,0,Female,Rural,1
49,33258.033984035166,201.65513490314038,8,1,5,0,1,Male,Rural,0
68,65502.57422432067,440.266448144883,36,3,1,0,1,Female,Suburban,1
59,60601.28409467329,349.0850836659773,54,2,4,0,0,Female,Suburban,1
68,71830.17371073605,100.04631604011354,32,4,4,1,1,Male,Rural,1
30,64741.22463792824,427.89782949326684,57,1,5,0,1,Female,Urban,1
32,35928.014401367385,497.4672985125467,52,1,4,0,1,Female,Rural,1
62,39752.214022856686,199.99530347115984,10,2,1,0,1,Female,Rural,1
30,65588.47151169945,318.7492584951241,42,1,3,0,1,Female,Rural,1
20,85575.61839491018,78.4504033189215,17,2,5,0,1,Male,Urban,1
52,20716.252579139946,143.7670956441929,38,3,5,0,0,Female,Suburban,0
59,71914.5315960316,466.7241408664154,31,3,4,1,0,Female,Rural,1
68,88792.44010575286,254.70168915895917,59,3,5,0,0,Male,Urban,1
66,61939.48247587574,164.7675835086745,63,1,4,1,1,Female,Urban,1
24,76004.04992052882,352.12445102418013,36,1,1,0,1,Male,Suburban,1
58,50938.618382043955,246.86225959965674,41,4,5,0,1,Female,Suburban,1
61,62612.676014462464,254.08496791142494,47,2,1,0,0,Female,Rural,1
54,32581.72963383697,423.50564359448646,49,1,2,1,1,Female,Suburban,1
60,18113.133831622523,157.35732974919148,47,2,2,1,0,Female,Rural,0
61,83855.3160245055,193.24887022454348,57,1,4,1,1,Male,Urban,1
41,45300.10144551116,341.57119890084164,70,2,1,1,1,Male,Suburban,1
20,55889.44309993139,455.71737070474876,60,4,4,1,0,Female,Urban,1
41,37271.15493459614,493.342442208579,14,2,5,0,1,Male,Urban,1
28,36800.60593832248,226.89135914937276,37,3,4,1,0,Female,Urban,1
23,61523.245998107675,451.2327753687507,36,2,2,0,1,Male,Rural,1
24,50408.456117287074,210.22007891414276,39,2,5,1,1,Female,Suburban,1
54,72559.41995989397,575.6693085669519,40,3,2,0,1,Female,Urban,1
44,74050.76837959184,161.27205644123802,53,3,4,0,0,Male,Urban,1
46,71416.99292649214,505.98703351084237,33,2,3,0,1,Male,Suburban,1
56,69772.01581856888,228.09194504537865,23,1,1,0,0,Male,Rural,1
46,96555.36409863773,601.8545036712441,36,4,1,0,0,Female,Rural,1
50,43648.12461910228,402.7849020393478,62,1,1,0,1,Male,Urban,1
22,63901.302675941646,177.75768588284893,26,4,5,0,0,Female,Rural,1
62,87653.79641039178,246.88661286404906,7,2,5,1,0,Male,Suburban,1
41,90290.79618676074,429.3653687313238,70,4,3,1,1,Female,Rural,1
26,36564.72701310854,467.3702184661786,18,2,5,0,0,Female,Urban,1
60,58752.891166882604,310.0998171585752,45,3,1,1,1,Male,Suburban,1
56,92162.42191734521,326.2521593348853,58,3,5,1,1,Male,Rural,1
20,75161.5821039813,426.16942457016916,24,2,2,0,1,Male,Urban,1
28,68905.26062959546,338.4517797815148,28,1,1,1,0,Female,Rural,1
18,60646.30613130687,138.90931969262738,24,3,4,0,1,Female,Urban,1
32,57323.98148584509,206.18363655037473,15,3,2,0,1,Female,Rural,1
23,70764.38126180648,352.9167920412331,16,2,2,0,1,Female,Rural,1
54,59952.517500310336,490.16753830967707,18,4,4,0,1,Female,Rural,1
45,64148.427579111114,546.2375393826867,36,3,2,0,0,Male,Rural,1
68,66571.97412230074,429.134118908003,41,1,4,0,0,Male,Urban,1
56,51438.56943013002,360.22070654509093,7,4,1,0,1,Female,Suburban,1
49,75642.58747762877,424.83394403754676,61,1,1,1,1,Female,Rural,1
44,123284.89296830838,226.6548809710402,50,3,2,0,0,Female,Urban,1
20,29460.267213478495,298.54766556385005,10,2,4,0,1,Female,Urban,0
21,71480.2504837996,204.62169901247327,61,3,2,1,1,Male,Urban,1
50,49796.19822762189,145.1760345009204,8,4,1,1,0,Female,Rural,1
18,76548.051550385,366.6968616290687,42,3,4,0,0,Female,Urban,1
20,65931.14946655722,345.9718629218641,36,3,3,1,1,Male,Suburban,1
29,80237.09548084927,416.2713478312618,39,4,3,0,1,Male,Suburban,1
63,88510.1315301756,396.4556563249426,69,3,2,1,0,Female,Suburban,1
41,68848.42235536363,353.9701979853407,67,4,1,1,1,Male,Rural,1
54,87641.04576828357,397.9263331948576,24,2,1,0,1,Male,Rural,1
39,18114.04212422645,314.0243665281533,44,1,4,1,0,Male,Suburban,0
27,96809.04595832046,377.80479533113606,69,1,1,1,1,Female,Rural,1
37,72501.2430378468,218.33978362390965,54,3,2,0,1,Male,Urban,1
22,86556.86711490364,371.7588295894782,64,3,5,1,1,Male,Rural,1
58,40602.48510316957,413.5784759400413,34,1,2,1,1,Male,Urban,1
27,48384.60236789328,226.24460006989156,24,1,4,0,1,Male,Urban,0
37,67918.76588289549,327.25649385899857,39,4,2,0,1,Male,Urban,1
68,64659.24221325074,232.69564865188966,59,3,5,0,1,Female,Urban,1
48,70661.37176019979,246.2890624877439,67,4,5,1,0,Male,Rural,1
41,86690.30321859932,162.50989028569836,51,1,3,1,1,Male,Urban,1
46,29695.593693943018,497.2084895233178,52,1,4,0,1,Female,Rural,1
58,84476.38143434619,469.1959244608067,39,2,3,0,1,Female,Suburban,1
31,65165.63819915854,395.2407395918272,27,4,5,1,1,Female,Urban,1
51,60924.36277750904,596.1074332721339,33,3,2,0,0,Female,Suburban,1
63,35577.695312302196,293.5056024804252,38,4,5,1,1,Male,Urban,0
47,75060.9733675373,744.4467381154889,59,2,4,0,1,Male,Urban,1
41,16717.842979379253,288.14588184914913,42,2,4,0,0,Male,Suburban,0
25,77967.88022477426,355.7270692458423,58,3,2,0,1,Male,Rural,1
30,35157.883290540165,264.3110920483708,7,4,5,0,1,Female,Suburban,0
67,66069.15825234949,372.1255784084427,55,2,4,1,0,Male,Urban,1
46,62616.62325344159,436.9860899040742,39,3,5,0,1,Female,Rural,1
33,88390.76294587768,304.05170497256825,71,4,5,1,0,Female,Rural,1
39,61426.896619722196,568.740778596467,37,2,1,0,0,Female,Urban,1
48,51117.22877708669,353.4808998486845,37,4,5,0,0,Female,Rural,1
45,54867.946080575945,357.8679540554279,14,3,5,1,1,Female,Rural,1
54,90457.65537509328,192.74032276807955,59,4,2,1,0,Male,Suburban,1
31,75725.93938361788,378.58987043705383,52,2,5,1,1,Female,Urban,1
51,57287.40036953677,301.2361890866888,62,3,3,1,1,Female,Suburban,1
41,60271.07160070973,234.84643789277982,12,2,2,1,0,Female,Suburban,1
66,33656.45818829106,211.29358285922905,19,3,2,0,1,Male,Urban,1
26,72769.48401703082,694.046873165936,63,2,2,1,0,Female,Urban,1
25,29803.685846090688,283.11318497493505,8,3,1,0,1,Female,Urban,1
42,80035.92931670912,116.02204109062251,39,4,4,0,1,Male,Urban,1
44,67572.43184982531,222.24899563743986,32,2,4,0,1,Female,Rural,1
53,112739.03599147845,312.7805024733301,68,2,4,1,0,Male,Urban,1
39,42997.28892551389,396.5333845663079,62,2,3,0,1,Male,Suburban,1
65,62946.75817918734,397.6715130415439,65,3,2,0,1,Female,Suburban,1
42,100965.75401846124,414.72603724871357,25,3,4,0,1,Female,Urban,1
24,88827.79280582829,229.71955707077385,44,3,5,0,0,Male,Rural,1
24,51075.758968402006,367.66166209021634,52,1,1,0,1,Male,Rural,1
68,69479.34856746896,197.351675024519,69,1,2,1,1,Male,Suburban,1
24,65039.98712830174,233.24998237803837,6,1,5,0,1,Female,Rural,1
67,70639.11734788315,191.52074356996368,70,4,5,1,1,Male,Urban,1
32,51026.3912803034,153.62556035624226,29,4,5,0,1,Female,Rural,1
22,63213.59194598531,468.9893284401212,14,1,1,1,1,Male,Rural,1
33,33038.952494465724,416.40563813704426,46,1,3,1,0,Female,Suburban,0
49,67702.46903736165,456.73315179693816,57,4,1,1,0,Male,Rural,1
40,74000.41346843664,325.50382924340147,14,3,5,1,1,Male,Rural,1
58,60451.61174712232,428.7530778411205,8,2,3,0,1,Male,Suburban,1
49,32698.982188304246,73.41948335004372,65,3,2,1,1,Female,Urban,0
38,84770.63725702924,440.83225252634975,67,1,1,0,0,Female,Urban,1
51,72290.50075985605,344.79677620070424,16,1,4,1,1,Male,Urban,1
68,50479.69804598046,407.7953440208832,65,2,5,0,1,Male,Urban,1
39,59387.99106323872,373.20326186680586,66,4,5,1,0,Female,Rural,1
25,34986.61194436322,181.81227836483586,71,4,5,1,1,Male,Urban,0
39,44491.79744444191,110.27443144525347,20,1,5,1,1,Male,Rural,0
61,54243.77307285721,220.31241673438515,44,3,4,0,1,Male,Urban,1
29,89568.41624560303,399.08841937820773,71,4,5,0,1,Female,Suburban,1
67,52209.932182250486,416.61279812455535,65,4,5,0,1,Male,Suburban,1
48,77804.27318657517,128.48808116653922,45,4,3,1,0,Male,Urban,1
49,54233.6759427684,182.64608855444996,19,1,4,1,1,Male,Urban,1
34,69958.9512170375,218.7470039682825,11,1,5,1,1,Female,Urban,1
65,62172.08995712396,269.9772915626458,23,1,1,1,0,Female,Urban,1
19,82461.13200185487,129.3128836806287,10,1,4,0,0,Female,Rural,1
33,54303.77323562885,120.91275274038142,18,1,2,1,1,Male,Suburban,1
39,33549.43499995118,204.94305850294245,10,2,1,0,0,Male,Rural,0
42,37361.01937272734,332.0755370715008,56,3,1,0,1,Male,Rural,1
42,54362.45012114485,154.71679243451132,44,2,1,1,1,Female,Suburban,1
25,40018.80058643894,303.78750860395274,40,2,5,1,1,Male,Rural,1
29,73204.24031359103,468.19739425985415,59,1,4,1,1,Female,Urban,1
22,55684.63670283844,137.7508367621086,33,1,1,1,0,Male,Suburban,1
47,112492.13100052864,291.09759382252446,32,4,4,1,0,Male,Suburban,1
36,30245.70809725736,463.46594272510816,19,3,4,0,1,Male,Suburban,1
47,69072.66357419602,261.4424253490667,35,1,3,1,1,Female,Rural,1
48,42440.93952988662,239.68624327982135,17,4,4,0,0,Female,Rural,1
54,55131.97319234643,482.88941400290634,44,4,5,0,1,Female,Suburban,1
46,67828.38946681088,277.1317089439833,71,4,3,0,1,Male,Urban,1
51,18492.572502514267,474.6293035287795,41,1,4,0,1,Female,Suburban,0
48,69736.52233576056,380.0551547578078,25,3,3,1,1,Female,Rural,1
51,103058.14924548336,272.00174859262285,51,4,2,1,1,Male,Rural,1
50,55931.23403262814,387.15667428365424,60,4,5,1,0,Female,Rural,1
34,70196.1571361102,364.8629319384453,37,1,3,0,1,Female,Urban,1
30,85498.43386250798,462.92359494034633,22,4,4,0,1,Male,Urban,1
58,61720.929999460066,243.2316246988974,53,2,4,1,0,Male,Suburban,1
35,53380.79622937033,325.7688493494268,18,2,4,1,1,Male,Suburban,1
46,19485.271925564957,311.38780485535074,71,3,4,1,0,Female,Suburban,0
28,77819.81438789947,418.5807398295699,26,4,4,1,1,Male,Rural,1
40,62736.631805422054,176.4749127778154,29,1,3,0,1,Male,Suburban,1
45,44746.32297223677,462.3767867532998,53,3,4,1,1,Female,Suburban,1
50,67531.93420555387,385.2860281038583,6,4,3,1,0,Male,Rural,1
45,53326.392863876375,135.6304896913875,19,3,2,1,1,Male,Suburban,1
36,54431.47737768949,489.15679556727,14,2,4,1,0,Male,Suburban,1
68,77125.82312217416,632.7730313116824,31,1,5,1,1,Female,Urban,1
44,38232.351773523114,460.25675573691706,42,3,4,0,1,Male,Suburban,1
60,85946.30572147516,519.7778674117058,17,3,4,1,0,Male,Suburban,1
56,37046.276737631924,331.95199342436234,28,3,5,0,1,Female,Urban,1
47,51745.97183289472,87.38931123660859,56,4,2,1,0,Male,Urban,1
64,103458.92388133155,61.823136836546496,68,3,1,1,1,Female,Rural,1
24,87547.09523284844,355.7114861414862,6,3,2,1,1,Male,Urban,1
65,66952.0798499088,237.12296691780278,47,1,4,1,0,Female,Urban,1
62,46189.395689975674,191.9593210341708,7,3,5,1,1,Female,Urban,1
44,54414.553866002134,311.21546424438543,40,1,3,1,1,Female,Urban,1
56,66465.50629171393,406.1819403005803,64,3,4,0,1,Male,Suburban,1
45,65750.46464679197,116.61394345329938,58,1,1,0,0,Male,Suburban,1
31,63182.58140748074,257.1571331607461,21,4,4,0,1,Female,Suburban,1
59,64383.34971831631,531.3818956368441,23,2,4,1,1,Male,Suburban,1
30,60712.49780589772,169.45962676900754,57,2,3,0,0,Male,Suburban,1
34,36160.425287199745,441.7665662030939,60,1,4,0,1,Female,Rural,1
45,54669.78515678334,252.13769338314086,24,1,3,1,0,Female,Urban,0
61,83292.48107973693,396.41112637899334,6,4,3,1,0,Female,Rural,1
37,37633.314048977656,473.6258510084014,35,2,4,1,1,Female,Urban,1
43,61208.88976921443,423.779447377903,46,3,4,0,0,Female,Rural,1
20,48604.921424583124,447.2823443099427,35,4,2,1,1,Male,Suburban,1
24,67227.00858796222,158.77690532288614,67,3,2,1,1,Male,Suburban,1
20,57227.33637866363,475.91235894378184,59,1,3,0,1,Female,Urban,1
21,94547.87329949338,200.6229639511252,57,2,2,1,1,Female,Suburban,1
63,75131.66308380508,356.3358471800154,7,2,2,0,1,Male,Suburban,1
61,38763.93668445577,356.15446617961175,62,2,2,0,1,Male,Rural,1
60,78424.56023227397,387.91715824174133,55,1,2,0,1,Male,Urban,1
20,49506.96287475874,367.17393464842667,32,3,3,0,1,Female,Suburban,1
22,53460.07257244933,201.86660300653875,44,2,3,1,1,Female,Rural,1
32,71276.38040214244,131.01856227859975,60,2,4,0,0,Male,Rural,1
47,55165.051605397304,442.1288151946476,65,2,2,0,1,Male,Rural,1
35,82857.1163264591,346.01684085264816,42,2,5,0,1,Female,Suburban,1
43,49509.79876973209,480.9127577340945,8,1,3,1,1,Male,Rural,1
26,52621.06894817273,313.73738921369846,46,2,4,1,1,Male,Urban,1
56,51872.58212903782,123.27698950522554,50,4,1,1,1,Male,Rural,1
34,53687.22503289922,455.25815534057483,9,3,1,1,1,Female,Suburban,1
21,86983.83111095626,268.148114647445,59,3,3,0,1,Female,Suburban,1
56,77575.92587220606,367.880484038943,19,4,2,0,0,Male,Urban,1
64,99198.87908024143,229.3556800128673,64,3,3,0,1,Male,Suburban,1
18,110352.8840779851,550.2022394327166,42,1,1,0,1,Female,Urban,1
40,44385.6593613532,197.28092461435244,27,2,3,1,0,Female,Rural,1
61,66408.38254654578,272.7598344251355,9,2,4,1,1,Male,Urban,1
54,41475.99366713134,335.0428183776243,7,2,4,1,1,Male,Suburban,1
62,49447.881445034654,167.09447420782587,54,1,2,1,1,Female,Urban,1
39,52398.34979488661,366.2727340022633,30,1,2,1,1,Male,Suburban,1
37,43856.902517234514,545.6674668454486,61,2,3,1,1,Male,Suburban,1
54,43962.254542031726,251.33529750288054,21,4,3,1,1,Female,Urban,1
25,62114.3124295949,375.31999466444154,66,3,4,0,1,Male,Rural,1
30,40665.63163227186,40.0,68,4,2,1,0,Male,Rural,0
49,81842.53918275266,314.5499119321223,12,1,4,1,1,Female,Suburban,1
52,46644.929251649715,276.17407997033126,48,2,5,1,1,Male,Urban,1
24,121191.37940192784,205.41033566254612,68,3,2,0,1,Male,Rural,1
44,55972.31098071209,471.4030657479945,27,2,5,0,0,Female,Rural,1
36,66440.35283834104,274.32588457266405,10,2,2,1,1,Male,Suburban,1
44,39093.17631067929,295.15315180689777,63,2,2,1,1,Female,Suburban,1
67,99121.83516255279,267.19299752953003,37,1,4,0,1,Female,Urban,1
21,87390.01361605832,51.64577795288926,7,4,4,0,0,Female,Suburban,1
69,70938.31741472225,161.52189838922544,61,4,3,0,1,Female,Urban,1
41,38063.94902440869,454.5530880568303,50,1,2,1,1,Male,Suburban,1
58,69213.3375544924,40.0,10,2,1,0,1,Female,Rural,1
40,42571.3790796549,212.7158510538012,23,3,5,0,1,Male,Suburban,1
34,94247.10526946721,264.0391921194331,7,4,5,1,1,Male,Suburban,1
58,81183.89463706345,564.1070614208192,69,4,5,0,1,Male,Rural,1
53,66908.78076975473,427.6045271694917,7,2,3,1,1,Female,Rural,1
25,16272.48673505355,241.99612621256608,58,3,5,0,0,Female,Urban,0
54,45331.68042681939,502.6319175961771,39,4,3,1,0,Female,Urban,1
57,78755.22263199744,216.32778512984325,44,4,1,1,1,Female,Urban,1
38,89257.67383446312,461.2739725227608,59,2,1,0,1,Male,Rural,1
66,87183.39622984263,129.7571855707778,65,4,2,0,1,Female,Suburban,1
51,33159.739955170895,470.256096450482,14,2,2,1,1,Female,Rural,1
35,71031.04613625808,263.141289634062,7,1,5,0,1,Male,Suburban,1
18,85310.3043296586,176.00940626822225,14,4,2,1,1,Male,Rural,1
53,31833.288688355096,289.59989416931603,51,4,4,1,0,Male,Rural,0
28,64841.90969253527,358.82818516083006,43,2,2,0,1,Female,Urban,1
57,70476.84796616912,250.73521972640032,11,2,4,1,0,Male,Rural,1
45,58984.7083030653,397.55349083934533,21,2,3,1,1,Female,Rural,1
42,27956.762891975966,238.38085628703055,41,1,1,0,1,Female,Urban,1
26,58486.03779852542,406.8521351503901,54,4,3,1,1,Male,Suburban,1
54,58453.89139489952,381.91108868512396,28,1,1,1,1,Male,Rural,1
26,62038.551909044916,311.4707723408891,68,3,5,1,1,Male,Rural,1
39,53730.57149149861,258.206476268767,71,1,4,0,1,Male,Suburban,1
61,56139.756935170655,341.2157114071373,56,3,5,1,1,Male,Suburban,1
65,64205.87435306044,397.0355240247179,35,4,5,1,1,Female,Urban,1
69,73849.09209939423,608.6518813824252,63,3,2,0,1,Male,Suburban,1
67,58911.46474286666,451.5188590517453,54,3,4,1,1,Female,Suburban,1
46,56807.02143263996,456.6385929742178,40,4,1,1,1,Female,Suburban,1
28,66847.08076508917,752.3917072804397,35,4,5,0,0,Female,Urban,1
61,26581.68148209637,392.23418674749814,60,4,4,0,1,Female,Rural,1
59,74540.70254452917,387.85009158363835,42,1,4,1,1,Male,Suburban,1
69,64988.738057540824,418.5621104050316,18,3,5,0,1,Female,Urban,1
51,65793.87053195124,178.74476313764455,71,4,5,0,1,Female,Suburban,1
25,84214.68615188928,257.8537709013741,10,2,5,1,1,Male,Suburban,1
44,25943.689399035036,249.13630266307325,51,3,1,0,1,Male,Urban,1
41,25523.32260282073,410.66595681073863,49,1,1,0,1,Female,Suburban,1
61,70476.07690647039,295.6155612890322,44,4,5,0,1,Female,Rural,1
38,64857.662897429684,339.3512795664024,9,3,2,0,1,Male,Rural,1
35,68403.53886383865,472.243646820785,38,3,3,0,0,Female,Urban,1
22,55757.45849655109,440.84110341857945,64,4,1,0,0,Male,Suburban,1
61,78287.07348479863,297.3590595742254,21,1,4,0,1,Female,Suburban,1
57,83652.77685982239,226.20068643704886,51,2,5,0,1,Female,Rural,1
20,74679.64587903055,478.9384624314464,62,4,5,0,1,Male,Rural,1
40,59783.430831908336,428.3447653273812,68,1,3,0,1,Female,Suburban,1
42,22846.21224771194,95.12404543864648,40,4,4,0,1,Male,Urban,0
42,80384.72416074257,276.1584485528407,26,2,3,1,1,Female,Suburban,1
65,89434.57332435186,343.17216468234676,52,3,3,1,1,Female,Urban,1
25,77891.1682396796,429.0361603969444,38,3,3,0,1,Female,Rural,1
33,47407.151452649865,447.414209291568,47,3,5,1,1,Male,Rural,1
27,78475.88787335515,359.74684016456627,54,4,2,0,0,Male,Rural,1
30,82210.5941592289,401.93465439023987,52,2,3,0,0,Female,Suburban,1
65,96176.32495598172,328.9791523329415,22,1,4,0,1,Female,Rural,1
66,47477.80151544085,225.6607636547215,55,2,3,1,1,Male,Suburban,1
20,60470.90830911723,283.42298525422444,41,3,1,0,1,Female,Suburban,1
50,79945.4410228691,322.6587661296152,67,4,2,1,1,Female,Rural,1
30,66148.20142876316,315.1449049973974,49,4,4,1,1,Female,Urban,1
28,42653.4479589745,56.01979337791414,64,2,4,1,0,Male,Rural,0
33,73292.32570053406,264.3523331098796,70,4,4,1,1,Male,Rural,1
28,76573.23267630333,327.86879143248126,71,1,5,1,1,Male,Suburban,1
43,66759.25792662003,280.6082011332019,55,1,4,0,0,Male,Urban,1
69,69391.69854359888,285.444668628378,45,1,3,0,1,Male,Rural,1
48,59825.88196628539,388.3187919126422,13,4,2,1,1,Male,Urban,1
55,94565.5787143212,168.94599381319125,31,1,2,1,0,Male,Rural,1
43,46986.15632574647,92.07409004683043,37,3,5,1,0,Male,Rural,0
18,53253.58474472442,271.25622928286555,57,4,3,0,1,Female,Suburban,1
22,65219.71027055051,426.97601677025057,44,4,4,0,0,Male,Suburban,1
